,station_id,station_name,year,snow,t_mean,lon,lat
2434,254200080,LIDZBARK WARMIŃSKI,2017,0,7.4,20.6,54.133333
2435,254220090,OLECKO,2017,0,6.3,22.483333,54.05
2436,249180010,PSZCZYNA,2018,3,-0.9,18.916667,50.0
2437,249180160,BRENNA,2018,7,-0.5,18.871667,49.754167
2438,249190350,ZAWOJA,2018,14,-2.1,19.516667,49.616667
2439,249190480,LALIKI,2018,13,-3.2,19.016667,49.55
2440,249190520,OBIDOWA,2018,14,-3.9,19.966667,49.55
2441,249190560,JABŁONKA,2018,6,-2.5,19.7,49.466667
2442,249190670,POLANA CHOCHOŁOWSKA,2018,46,-5.9,19.783333,49.233333
2443,249190890,RADZIECHOWY,2018,1,-0.5,19.155556,49.648611
2444,249200020,ŁAZY,2018,1,-0.1,20.5,49.966667
2445,249200130,JASTRZĘBIA,2018,1,-0.4,20.9,49.783333
2446,249200180,LIMANOWA,2018,9,-1.8,20.433333,49.683333
2447,249200240,PTASZKOWA,2018,1,-1.7,20.883333,49.6
2448,249200260,ŁĄCKO,2018,4,-0.3,20.439444,49.559444
2449,249200360,MIZERNA,2018,5,-2.4,20.283333,49.466667
2450,249200370,KROŚCIENKO,2018,4,-1.2,20.433333,49.45
2451,249200420,NIEDZICA,2018,6,-1.8,20.316667,49.416667
2452,249200470,KRYNICA,2018,17,-2.3,20.966667,49.416667
2453,249200480,BUKOWINA TATRZAŃSKA,2018,13,-4.2,20.116667,49.35
2454,249200490,MUSZYNA,2018,14,-1.4,20.883333,49.35
2455,249200540,HALA GĄSIENICOWA,2018,53,-8.5,20.005833,49.244167
2456,249200550,DOLINA PIĘCIU STAWÓW,2018,95,-9.5,20.05,49.216667
2457,249200920,PIWNICZNA,2018,8,-1.0,20.7,49.433333
2458,249200930,PORONIN,2018,18,-3.3,20.033333,49.333333
2459,249200980,MSZANA DOLNA,2018,4,-0.5,20.083333,49.666667
2460,249220040,DYNÓW,2018,0,-0.9,22.233333,49.833333
2461,249220150,SOLINA-JAWOR,2018,8,-2.8,22.466667,49.4
2462,249220180,KOMAŃCZA,2018,15,-2.7,22.066667,49.333333
2463,249220210,TERKA,2018,10,-2.5,22.433333,49.3
2464,249220280,STUPOSIANY,2018,15,-3.2,22.683333,49.183333
2465,250160360,TARNÓW,2018,0,1.9,20.984444,50.03
2466,250180580,DRONIOWICE,2018,0,0.6,18.808889,50.696111
2467,250190030,SILNICZKA,2018,0,0.6,19.766667,50.916667
2468,250190160,LGOTA GÓRNA,2018,1,-0.3,19.233333,50.6
2469,250190390,KRAKÓW-OBSERWATORIUM,2018,1,0.4,19.966667,50.066667
2470,250200230,BORUSOWA,2018,0,0.1,20.8,50.283333
2471,250210050,ŚWIĘTY KRZYŻ,2018,4,-2.3,21.05,50.85
2472,250210130,STASZÓW,2018,0,-0.7,21.183333,50.6
2473,250210180,CHORZELÓW,2018,0,-0.6,21.45,50.35
2474,250210240,ZAWADA,2018,0,-0.3,21.483333,50.066667
2475,250220120,JAROCIN,2018,0,-0.6,22.3,50.566667
2476,250230160,CIESZANÓW,2018,1,-0.9,23.118056,50.233611
2477,250240010,STRZYŻÓW,2018,12,0.2,24.033333,50.85
2478,251150060,CEBER,2018,0,3.2,16.65,51.716667
2479,251160320,RADZYŃ,2018,0,2.9,16.037778,51.8725
2480,251170090,SMOLICE,2018,0,2.4,17.183333,51.7
2481,251190050,PUCZNIEW,2018,0,1.8,19.083333,51.783333
2482,251200030,SKIERNIEWICE,2018,0,1.3,20.166667,51.966667
2483,251210040,JARCZEW,2018,1,-1.6,21.983333,51.816667
2484,251210120,PUŁAWY,2018,3,-0.2,21.966667,51.416667
2485,252150120,GORZYŃ,2018,0,3.3,15.9,52.566667
2486,252150270,BABIMOST,2018,0,3.1,15.783333,52.133333
2487,252160230,WIELICHOWO,2018,0,2.8,16.35,52.116667
2488,252170210,KÓRNIK,2018,0,3.0,17.1,52.25
2489,252180080,KOŁUDA WIELKA,2018,0,2.4,18.15,52.733333
2490,252200120,LEGIONOWO,2018,0,0.2,20.966667,52.4
2491,252200150,WARSZAWA-BIELANY,2018,1,0.6,20.966667,52.283333
2492,252200230,WARSZAWA-FILTRY,2018,1,0.1,20.999167,52.219444
2493,252210050,PUŁTUSK,2018,1,-1.6,21.001667,52.067778
2494,252210170,WARSZAWA-OBSERWATORIUM II,2018,0,0.2,21.033333,52.216667
2495,252220030,SZEPIETOWO,2018,6,-1.3,22.55,52.85
2496,252230120,BIAŁOWIEŻA,2018,17,-2.4,23.85,52.7
2497,253140060,GOLENIÓW,2018,0,4.2,14.893056,53.593056
2498,253170210,CHRZĄSTOWO,2018,0,2.0,17.583333,53.183333
2499,253220070,BIEBRZA-PIEŃCZYKÓWEK,2018,10,-0.9,22.6,53.65
2500,253220330,MARIANOWO II,2018,6,-1.1,22.105833,53.211944
2501,253230020,RÓŻANYSTOK,2018,15,-2.3,23.4,53.633333
2502,254170210,BORUCINO,2018,6,1.5,17.991111,54.253333
2503,254180090,GDAŃSK-RĘBIECHOWO,2018,11,1.2,18.466667,54.383333
2504,254200080,LIDZBARK WARMIŃSKI,2018,11,-0.1,20.6,54.133333
2505,254220090,OLECKO,2018,13,-1.6,22.483333,54.05
2506,249180010,PSZCZYNA,2019,0,3.6,18.916667,50.0
2507,249180160,BRENNA,2019,0,3.6,18.871667,49.754167
2508,249190480,LALIKI,2019,0,0.8,19.016667,49.55
2509,249190560,JABŁONKA,2019,0,0.3,19.7,49.466667
2510,249190670,POLANA CHOCHOŁOWSKA,2019,47,-1.8,19.783333,49.233333
2511,249190890,RADZIECHOWY,2019,0,2.9,19.155556,49.648611
2512,249200020,ŁAZY,2019,0,3.1,20.5,49.966667
2513,249200130,JASTRZĘBIA,2019,0,3.1,20.9,49.783333
2514,249200180,LIMANOWA,2019,0,2.5,20.433333,49.683333
2515,249200240,PTASZKOWA,2019,0,2.1,20.883333,49.6
2516,249200260,ŁĄCKO,2019,0,3.0,20.439444,49.559444
2517,249200360,MIZERNA,2019,0,1.2,20.283333,49.466667
2518,249200370,KROŚCIENKO,2019,0,2.0,20.433333,49.45
2519,249200420,NIEDZICA,2019,0,1.1,20.316667,49.416667
2520,249200470,KRYNICA,2019,0,1.0,20.966667,49.416667
2521,249200480,BUKOWINA TATRZAŃSKA,2019,26,-0.5,20.116667,49.35
2522,249200490,MUSZYNA,2019,0,1.7,20.883333,49.35
2523,249200550,DOLINA PIĘCIU STAWÓW,2019,50,-5.4,20.05,49.216667
2524,249200920,PIWNICZNA,2019,0,2.3,20.7,49.433333
2525,249200930,PORONIN,2019,13,-0.3,20.033333,49.333333
2526,249200980,MSZANA DOLNA,2019,0,2.2,20.083333,49.666667
2527,249220040,DYNÓW,2019,0,3.0,22.233333,49.833333
2528,249220150,SOLINA-JAWOR,2019,0,2.1,22.466667,49.4
2529,249220180,KOMAŃCZA,2019,0,1.9,22.066667,49.333333
2530,250160360,TARNÓW,2019,0,4.0,20.984444,50.03
2531,250180580,DRONIOWICE,2019,0,3.2,18.808889,50.696111
2532,250190030,SILNICZKA,2019,0,2.6,19.766667,50.916667
2533,250190160,LGOTA GÓRNA,2019,0,2.2,19.233333,50.6
2534,250190390,KRAKÓW-OBSERWATORIUM,2019,0,3.7,19.966667,50.066667
2535,250200230,BORUSOWA,2019,0,3.6,20.8,50.283333
2536,250210050,ŚWIĘTY KRZYŻ,2019,0,2.2,21.05,50.85
2537,250210130,STASZÓW,2019,0,3.0,21.183333,50.6
2538,250210180,CHORZELÓW,2019,0,3.4,21.45,50.35
2539,250210240,ZAWADA,2019,0,4.0,21.483333,50.066667
2540,250220120,JAROCIN,2019,0,2.6,22.3,50.566667
2541,250230160,CIESZANÓW,2019,0,3.3,23.118056,50.233611
2542,250240010,STRZYŻÓW,2019,0,3.9,24.033333,50.85
2543,251150060,CEBER,2019,0,5.1,16.65,51.716667
2544,251160320,RADZYŃ,2019,0,4.3,16.037778,51.8725
2545,251170090,SMOLICE,2019,0,4.2,17.183333,51.7
2546,251190050,PUCZNIEW,2019,0,3.1,19.083333,51.783333
2547,251200030,SKIERNIEWICE,2019,0,3.8,20.166667,51.966667
2548,251210040,JARCZEW,2019,0,4.0,21.983333,51.816667
2549,251210120,PUŁAWY,2019,0,4.1,21.966667,51.416667
2550,252150120,GORZYŃ,2019,0,4.6,15.9,52.566667
2551,252150270,BABIMOST,2019,0,4.3,15.783333,52.133333
2552,252160230,WIELICHOWO,2019,0,3.8,16.35,52.116667
2553,252170210,KÓRNIK,2019,0,3.4,17.1,52.25
2554,252180080,KOŁUDA WIELKA,2019,0,3.6,18.15,52.733333
2555,252200120,LEGIONOWO,2019,0,3.9,20.966667,52.4
2556,252200150,WARSZAWA-BIELANY,2019,0,4.4,20.966667,52.283333
2557,252200230,WARSZAWA-FILTRY,2019,0,4.5,20.999167,52.219444
2558,252210050,PUŁTUSK,2019,0,3.4,21.001667,52.067778
2559,252210170,WARSZAWA-OBSERWATORIUM II,2019,0,4.4,21.033333,52.216667
2560,252220030,SZEPIETOWO,2019,0,3.8,22.55,52.85
2561,252230120,BIAŁOWIEŻA,2019,0,3.7,23.85,52.7
2562,253140060,GOLENIÓW,2019,0,3.9,14.893056,53.593056
2563,253170210,CHRZĄSTOWO,2019,0,3.4,17.583333,53.183333
2564,253220070,BIEBRZA-PIEŃCZYKÓWEK,2019,0,3.3,22.6,53.65
2565,253220330,MARIANOWO II,2019,0,3.5,22.105833,53.211944
2566,253230020,RÓŻANYSTOK,2019,0,3.7,23.4,53.633333
2567,254170210,BORUCINO,2019,0,3.3,17.991111,54.253333
2568,254180090,GDAŃSK-RĘBIECHOWO,2019,0,3.5,18.466667,54.383333
2569,254200080,LIDZBARK WARMIŃSKI,2019,0,3.8,20.6,54.133333
2570,254220090,OLECKO,2019,0,3.1,22.483333,54.05
2571,249180010,PSZCZYNA,2020,0,2.9,18.916667,50.0
2572,249180160,BRENNA,2020,0,3.4,18.871667,49.754167
2573,249190480,LALIKI,2020,2,0.0,19.016667,49.55
2574,249190560,JABŁONKA,2020,0,1.2,19.7,49.466667
2575,249190670,POLANA CHOCHOŁOWSKA,2020,3,-1.8,19.783333,49.233333
2576,249190890,RADZIECHOWY,2020,0,2.4,19.155556,49.648611
2577,249200020,ŁAZY,2020,0,3.2,20.5,49.966667
2578,249200130,JASTRZĘBIA,2020,0,2.1,20.9,49.783333
2579,249200180,LIMANOWA,2020,0,1.4,20.433333,49.683333
2580,249200240,PTASZKOWA,2020,0,2.1,20.883333,49.6
2581,249200260,ŁĄCKO,2020,0,2.7,20.439444,49.559444
2582,249200370,KROŚCIENKO,2020,0,2.4,20.433333,49.45
2583,249200420,NIEDZICA,2020,0,1.8,20.316667,49.416667
2584,249200470,KRYNICA,2020,0,0.9,20.966667,49.416667
2585,249200480,BUKOWINA TATRZAŃSKA,2020,0,-0.3,20.116667,49.35
2586,249200490,MUSZYNA,2020,0,1.6,20.883333,49.35
2587,249200550,DOLINA PIĘCIU STAWÓW,2020,2,-5.1,20.05,49.216667
2588,249200920,PIWNICZNA,2020,0,2.0,20.7,49.433333
2589,249200930,PORONIN,2020,0,0.4,20.033333,49.333333
2590,249200980,MSZANA DOLNA,2020,0,2.0,20.083333,49.666667
2591,249220040,DYNÓW,2020,0,3.3,22.233333,49.833333
2592,249220150,SOLINA-JAWOR,2020,0,2.7,22.466667,49.4
2593,249220180,KOMAŃCZA,2020,0,2.2,22.066667,49.333333
2594,250160360,TARNÓW,2020,0,1.5,20.984444,50.03
2595,250180580,DRONIOWICE,2020,0,2.8,18.808889,50.696111
2596,250190160,LGOTA GÓRNA,2020,0,1.9,19.233333,50.6
2597,250190390,KRAKÓW-OBSERWATORIUM,2020,0,3.9,19.966667,50.066667
2598,250200230,BORUSOWA,2020,0,3.8,20.8,50.283333
2599,250210050,ŚWIĘTY KRZYŻ,2020,0,0.4,21.05,50.85
2600,250210130,STASZÓW,2020,0,3.0,21.183333,50.6
2601,250210180,CHORZELÓW,2020,0,3.8,21.45,50.35
2602,250210240,ZAWADA,2020,0,4.0,21.483333,50.066667
2603,250220120,JAROCIN,2020,0,3.8,22.3,50.566667
2604,250230160,CIESZANÓW,2020,0,3.6,23.118056,50.233611
2605,250240010,STRZYŻÓW,2020,0,3.2,24.033333,50.85
2606,251150060,CEBER,2020,0,2.7,16.65,51.716667
2607,251160320,RADZYŃ,2020,0,2.8,16.037778,51.8725
2608,251170090,SMOLICE,2020,0,3.2,17.183333,51.7
2609,251190050,PUCZNIEW,2020,0,3.5,19.083333,51.783333
2610,251200030,SKIERNIEWICE,2020,0,3.0,20.166667,51.966667
2611,251210040,JARCZEW,2020,0,3.1,21.983333,51.816667
2612,251210120,PUŁAWY,2020,0,3.6,21.966667,51.416667
2613,252150120,GORZYŃ,2020,0,2.5,15.9,52.566667
2614,252150270,BABIMOST,2020,0,2.8,15.783333,52.133333
2615,252160230,WIELICHOWO,2020,0,2.9,16.35,52.116667
2616,252180080,KOŁUDA WIELKA,2020,0,2.2,18.15,52.733333
2617,252200120,LEGIONOWO,2020,0,3.8,20.966667,52.4
2618,252200150,WARSZAWA-BIELANY,2020,0,3.8,20.966667,52.283333
2619,252200230,WARSZAWA-FILTRY,2020,0,3.8,20.999167,52.219444
2620,252210050,PUŁTUSK,2020,0,3.0,21.001667,52.067778
2621,252210170,WARSZAWA-OBSERWATORIUM II,2020,0,3.6,21.033333,52.216667
2622,252220030,SZEPIETOWO,2020,0,3.3,22.55,52.85
2623,252230120,BIAŁOWIEŻA,2020,0,2.7,23.85,52.7
2624,253140060,GOLENIÓW,2020,0,1.8,14.893056,53.593056
2625,253170210,CHRZĄSTOWO,2020,0,2.0,17.583333,53.183333
2626,253220070,BIEBRZA-PIEŃCZYKÓWEK,2020,0,2.3,22.6,53.65
2627,253220330,MARIANOWO II,2020,0,2.7,22.105833,53.211944
2628,253230020,RÓŻANYSTOK,2020,0,2.4,23.4,53.633333
2629,254170210,BORUCINO,2020,0,1.3,17.991111,54.253333
2630,254180090,GDAŃSK-RĘBIECHOWO,2020,0,1.1,18.466667,54.383333
2631,254200080,LIDZBARK WARMIŃSKI,2020,0,1.4,20.6,54.133333
2632,254220090,OLECKO,2020,0,2.0,22.483333,54.05
2633,249180010,PSZCZYNA,2021,3,-3.0,18.916667,50.0
2634,249180160,BRENNA,2021,3,-0.5,18.871667,49.754167
2635,249190480,LALIKI,2021,20,-4.2,19.016667,49.55
2636,249190560,JABŁONKA,2021,7,-2.9,19.7,49.466667
2637,249190670,POLANA CHOCHOŁOWSKA,2021,56,-5.6,19.783333,49.233333
2638,249190890,RADZIECHOWY,2021,4,-1.0,19.155556,49.648611
2639,249200020,ŁAZY,2021,2,-1.7,20.5,49.966667
2640,249200130,JASTRZĘBIA,2021,8,-1.4,20.9,49.783333
2641,249200180,LIMANOWA,2021,5,-2.5,20.433333,49.683333
2642,249200240,PTASZKOWA,2021,6,-2.1,20.883333,49.6
2643,249200260,ŁĄCKO,2021,0,-0.8,20.439444,49.559444
2644,249200370,KROŚCIENKO,2021,6,-1.5,20.433333,49.45
2645,249200420,NIEDZICA,2021,10,-1.8,20.316667,49.416667
2646,249200470,KRYNICA,2021,26,-3.8,20.966667,49.416667
2647,249200480,BUKOWINA TATRZAŃSKA,2021,21,-4.3,20.116667,49.35
2648,249200550,DOLINA PIĘCIU STAWÓW,2021,116,-7.9,20.05,49.216667
2649,249200920,PIWNICZNA,2021,10,-1.7,20.7,49.433333
2650,249200930,PORONIN,2021,21,-3.7,20.033333,49.333333
2651,249200980,MSZANA DOLNA,2021,4,-1.7,20.083333,49.666667
2652,249220040,DYNÓW,2021,7,-2.8,22.233333,49.833333
2653,249220150,SOLINA-JAWOR,2021,10,-1.8,22.466667,49.4
2654,249220180,KOMAŃCZA,2021,20,-2.8,22.066667,49.333333
2655,250160360,TARNÓW,2021,2,-4.3,20.984444,50.03
2656,250180580,DRONIOWICE,2021,3,-6.0,18.808889,50.696111
2657,250190160,LGOTA GÓRNA,2021,1,-5.3,19.233333,50.6
2658,250190390,KRAKÓW-OBSERWATORIUM,2021,2,-0.8,19.966667,50.066667
2659,250210050,ŚWIĘTY KRZYŻ,2021,16,-6.3,21.05,50.85
2660,250210130,STASZÓW,2021,5,-4.5,21.183333,50.6
2661,250210180,CHORZELÓW,2021,8,-2.6,21.45,50.35
2662,250210240,ZAWADA,2021,2,-1.6,21.483333,50.066667
2663,250220120,JAROCIN,2021,11,-4.2,22.3,50.566667
2664,250230160,CIESZANÓW,2021,6,-4.9,23.118056,50.233611
2665,250240010,STRZYŻÓW,2021,5,-3.3,24.033333,50.85
2666,251150060,CEBER,2021,3,-6.9,16.65,51.716667
2667,251160320,RADZYŃ,2021,1,-5.9,16.037778,51.8725
2668,251190050,PUCZNIEW,2021,7,-7.5,19.083333,51.783333
2669,251200030,SKIERNIEWICE,2021,3,-5.6,20.166667,51.966667
2670,251210040,JARCZEW,2021,4,-5.9,21.983333,51.816667
2671,251210120,PUŁAWY,2021,2,-4.7,21.966667,51.416667
2672,252150120,GORZYŃ,2021,15,-6.7,15.9,52.566667
2673,252150270,BABIMOST,2021,2,-7.5,15.783333,52.133333
2674,252160230,WIELICHOWO,2021,2,-7.7,16.35,52.116667
2675,252180080,KOŁUDA WIELKA,2021,7,-7.9,18.15,52.733333
2676,252200120,LEGIONOWO,2021,5,-5.9,20.966667,52.4
2677,252200150,WARSZAWA-BIELANY,2021,9,-5.8,20.966667,52.283333
2678,252200230,WARSZAWA-FILTRY,2021,0,-5.9,20.999167,52.219444
2679,252210050,PUŁTUSK,2021,3,-5.6,21.001667,52.067778
2680,252210170,WARSZAWA-OBSERWATORIUM II,2021,0,-5.7,21.033333,52.216667
2681,252220030,SZEPIETOWO,2021,3,-5.3,22.55,52.85
2682,252230120,BIAŁOWIEŻA,2021,3,-5.3,23.85,52.7
2683,253140060,GOLENIÓW,2021,7,-9.4,14.893056,53.593056
2684,253170210,CHRZĄSTOWO,2021,6,-9.5,17.583333,53.183333
2685,253220070,BIEBRZA-PIEŃCZYKÓWEK,2021,4,-5.7,22.6,53.65
2686,253220330,MARIANOWO II,2021,4,-6.1,22.105833,53.211944
2687,253230020,RÓŻANYSTOK,2021,3,-6.0,23.4,53.633333
2688,254170210,BORUCINO,2021,9,-5.4,17.991111,54.253333
2689,254180090,GDAŃSK-RĘBIECHOWO,2021,14,-5.1,18.466667,54.383333
2690,254200080,LIDZBARK WARMIŃSKI,2021,9,-5.2,20.6,54.133333
2691,254220090,OLECKO,2021,6,-5.8,22.483333,54.05
2692,249220040,DYNÓW,1951,0,4.0,22.233333,49.833333
2693,249220080,SANOK-TREPCZA,1951,6,4.4,22.183333,49.583333
2694,250150220,KARPACZ,1951,0,6.8,15.783333,50.783333
2695,250190390,KRAKÓW-OBSERWATORIUM,1951,0,-2.2,19.966667,50.066667
2696,250230070,TOMASZÓW LUBELSKI,1951,0,1.5,23.4,50.45
2697,251150250,ZGORZELEC,1951,0,-1.0,15.033333,51.133333
2698,251180090,SIERADZ,1951,0,-1.4,18.7,51.6
2699,251190050,PUCZNIEW,1951,0,-0.8,19.083333,51.783333
2700,251200030,SKIERNIEWICE,1951,0,-1.2,20.166667,51.966667
2701,251210120,PUŁAWY,1951,0,-0.7,21.966667,51.416667
2702,252160110,SZAMOTUŁY-BABORÓWKO,1951,0,0.7,16.633333,52.583333
2703,252160230,WIELICHOWO,1951,0,-0.2,16.35,52.116667
2704,252170110,GNIEZNO,1951,0,-0.9,17.566667,52.55
2705,252170210,KÓRNIK,1951,0,-0.5,17.1,52.25
2706,252180080,KOŁUDA WIELKA,1951,0,-0.2,18.15,52.733333
2707,252200060,POŚWIĘTNE,1951,0,-2.1,20.383333,52.633333
2708,252200120,LEGIONOWO,1951,0,-2.8,20.966667,52.4
2709,252200150,WARSZAWA-BIELANY,1951,0,-1.2,20.966667,52.283333
2710,252209997,NIEPOKALANÓW,1951,0,-1.7,20.416667,52.2
2711,252210050,PUŁTUSK,1951,0,-2.7,21.001667,52.067778
2712,252210160,WARSZAWA-OBSERWATORIUM,1951,0,-2.2,21.033333,52.216667
2713,252220030,SZEPIETOWO,1951,0,-2.1,22.55,52.85
2714,252230120,BIAŁOWIEŻA,1951,0,-2.2,23.85,52.7
2715,252239995,BIAŁA PODLASKA,1951,0,-1.7,23.083333,52.033333
2716,253149999,TRZEBIEŻ,1951,0,4.4,14.533333,53.666667
2717,253180090,ŚLIWICE,1951,0,-1.2,18.183333,53.7
2718,253190070,PRABUTY,1951,0,-1.0,19.216667,53.733333
2719,253210130,SZCZYTNO,1951,0,-3.0,21.016667,53.583333
2720,254160020,DARŁOWO,1951,0,4.8,16.383333,54.45
2721,254179998,SŁUPSK,1951,0,4.3,17.0,54.466667
2722,254180010,ROZEWIE,1951,0,3.6,18.333333,54.833333
2723,254180060,GDYNIA,1951,0,3.1,18.566667,54.516667
2724,254180110,GDAŃSK-ŚWIBNO,1951,0,-0.1,18.933333,54.333333
2725,254199998,TOLKMICKO,1951,0,2.9,19.533333,54.316667
2726,254200080,LIDZBARK WARMIŃSKI,1951,0,-0.9,20.6,54.133333
2727,349190600,BIELSKO-BIAŁA,1951,0,4.1,19.001111,49.808056
2728,349190625,ZAKOPANE,1951,17,0.7,19.960278,49.293889
2729,349190650,KASPROWY WIERCH,1951,62,-2.0,19.981944,49.2325
2730,350150500,JELENIA GÓRA,1951,0,-1.4,15.788889,50.900278
2731,350150510,ŚNIEŻKA,1951,8,0.0,15.739444,50.736111
2732,350160520,KŁODZKO,1951,0,-3.5,16.614167,50.436944
2733,350170530,OPOLE,1951,0,-0.3,17.968889,50.626944
2734,350180540,RACIBÓRZ,1951,0,-0.1,18.191667,50.061667
2735,350190550,CZĘSTOCHOWA,1951,0,-0.4,19.0925,50.8125
2736,350190560,KATOWICE,1951,0,-0.8,19.0241157,50.25635
2737,350190566,KRAKÓW-BALICE,1951,0,-3.8,19.801944,50.080278
2738,350200570,KIELCE-SUKÓW,1951,0,-2.2,20.692222,50.810278
2739,350200575,TARNÓW,1951,0,0.9,20.984444,50.03
2740,350210585,SANDOMIERZ,1951,0,-0.8,21.715833,50.696667
2741,350230595,ZAMOŚĆ,1951,0,1.4,23.206389,50.697778
2742,351150400,ZIELONA GÓRA,1951,0,0.8,15.524444,51.930278
2743,351150405,ZGORZELEC,1951,0,-1.0,15.033333,51.133333
2744,351160415,LEGNICA,1951,0,0.2,16.2075,51.1925
2745,351160424,WROCŁAW,1951,0,-1.3,17.031836,51.1106167
2746,351180435,KALISZ,1951,0,-2.2,18.081944,51.781944
2747,351180455,WIELUŃ,1951,0,-0.2,18.557778,51.211111
2748,351190465,ŁÓDŹ,1951,0,-0.9,19.455495,51.767715
2749,351220495,LUBLIN-RADAWIEC,1951,0,0.7,22.393611,51.216944
2750,351230497,WŁODAWA,1951,0,-1.8,23.529444,51.553333
2751,352140310,SŁUBICE,1951,0,2.5,14.619444,52.348889
2752,352150300,GORZÓW WIELKOPOLSKI,1951,0,2.4,15.277222,52.741111
2753,352160330,POZNAŃ,1951,0,-0.3,16.9331527,52.4079809
2754,352180345,KOŁO,1951,0,-1.8,18.661389,52.200278
2755,352190360,PŁOCK,1951,0,-1.6,19.725833,52.588333
2756,352200375,WARSZAWA,1951,0,-2.6,21.003886,52.2316535
2757,352220385,SIEDLCE,1951,0,-1.4,22.244722,52.181111
2758,353140200,ŚWINOUJŚCIE,1951,0,4.8,14.242222,53.923333
2759,353140205,SZCZECIN,1951,0,4.5,14.622778,53.395278
2760,353150210,RESKO-SMÓLSKO,1951,0,3.8,15.414722,53.771667
2761,353160215,SZCZECINEK,1951,0,1.9,16.746667,53.714722
2762,353170235,CHOJNICE,1951,0,0.1,17.5325,53.715278
2763,353170240,BYDGOSZCZ,1951,0,-0.7,17.966667,53.1
2764,353180250,TORUŃ,1951,0,-1.4,18.595278,53.041944
2765,353200272,OLSZTYN,1951,0,-1.0,20.422778,53.771111
2766,353210285,OSTROŁĘKA,1951,0,-2.7,21.533889,53.065833
2767,353230295,BIAŁYSTOK,1951,0,-1.8,23.162222,53.107222
2768,354150100,KOŁOBRZEG,1951,0,4.9,15.575616,54.176423
2769,354160105,KOSZALIN,1951,0,4.1,16.155556,54.204444
2770,354160115,USTKA,1951,0,4.6,16.854167,54.588333
2771,354170120,ŁEBA,1951,0,4.1,17.534722,54.753611
2772,354170125,LĘBORK,1951,0,4.7,17.723611,54.553056
2773,354180135,HEL,1951,0,1.3,18.811944,54.603611
2774,354180150,GDAŃSK-RĘBIECHOWO,1951,0,1.3,18.466667,54.383333
2775,354190160,ELBLĄG-MILEJEWO,1951,0,0.4,19.543611,54.223056
2776,354220195,SUWAŁKI,1951,0,-1.8,22.948889,54.130833
2777,249200180,LIMANOWA,1952,5,-0.3,20.433333,49.683333
2778,249220040,DYNÓW,1952,0,-0.2,22.233333,49.833333
2779,250150220,KARPACZ,1952,30,1.7,15.783333,50.783333
2780,250190390,KRAKÓW-OBSERWATORIUM,1952,0,0.0,19.966667,50.066667
2781,250230070,TOMASZÓW LUBELSKI,1952,6,-0.7,23.4,50.45
2782,251150250,ZGORZELEC,1952,0,2.6,15.033333,51.133333
2783,251180090,SIERADZ,1952,0,1.3,18.7,51.6
2784,251190050,PUCZNIEW,1952,0,1.8,19.083333,51.783333
2785,251200030,SKIERNIEWICE,1952,0,0.8,20.166667,51.966667
2786,251210120,PUŁAWY,1952,0,0.7,21.966667,51.416667
2787,252160110,SZAMOTUŁY-BABORÓWKO,1952,0,2.8,16.633333,52.583333
2788,252160230,WIELICHOWO,1952,0,2.1,16.35,52.116667
2789,252170110,GNIEZNO,1952,4,1.9,17.566667,52.55
2790,252170210,KÓRNIK,1952,3,2.6,17.1,52.25
2791,252180080,KOŁUDA WIELKA,1952,5,1.1,18.15,52.733333
2792,252200060,POŚWIĘTNE,1952,4,0.6,20.383333,52.633333
2793,252200120,LEGIONOWO,1952,0,0.6,20.966667,52.4
2794,252200150,WARSZAWA-BIELANY,1952,0,0.7,20.966667,52.283333
2795,252209997,NIEPOKALANÓW,1952,0,0.9,20.416667,52.2
2796,252210050,PUŁTUSK,1952,4,0.6,21.001667,52.067778
2797,252210160,WARSZAWA-OBSERWATORIUM,1952,0,1.1,21.033333,52.216667
2798,252220030,SZEPIETOWO,1952,11,-0.2,22.55,52.85
2799,252230120,BIAŁOWIEŻA,1952,7,-0.6,23.85,52.7
2800,252239995,BIAŁA PODLASKA,1952,3,0.2,23.083333,52.033333
2801,253149999,TRZEBIEŻ,1952,0,4.2,14.533333,53.666667
2802,253180020,RADOSTOWO,1952,0,0.7,18.75,53.983333
2803,253180090,ŚLIWICE,1952,1,1.1,18.183333,53.7
2804,253190070,PRABUTY,1952,11,0.2,19.216667,53.733333
2805,253210130,SZCZYTNO,1952,20,-0.1,21.016667,53.583333
2806,253219998,ZAWODZIE,1952,9,0.0,21.4,53.383333
2807,254160020,DARŁOWO,1952,0,3.2,16.383333,54.45
2808,254170140,KOŚCIERZYNA,1952,0,1.5,17.966667,54.133333
2809,254179998,SŁUPSK,1952,0,2.6,17.0,54.466667
2810,254180010,ROZEWIE,1952,0,2.3,18.333333,54.833333
2811,254180060,GDYNIA,1952,0,2.5,18.566667,54.516667
2812,254180110,GDAŃSK-ŚWIBNO,1952,0,0.8,18.933333,54.333333
2813,254199998,TOLKMICKO,1952,1,1.9,19.533333,54.316667
2814,254200080,LIDZBARK WARMIŃSKI,1952,0,0.6,20.6,54.133333
2815,349190600,BIELSKO-BIAŁA,1952,0,1.0,19.001111,49.808056
2816,349190625,ZAKOPANE,1952,10,-3.1,19.960278,49.293889
2817,349190650,KASPROWY WIERCH,1952,95,-0.6,19.981944,49.2325
2818,350150500,JELENIA GÓRA,1952,12,0.9,15.788889,50.900278
